model_id_nativeness,model_comparison_id,analysis_group,nativeness_var,site_id,species_response,time_series,analysis_group_category,exclusion,random_effect,min_refs,n_levels,min_obs,max_obs,max_refs,formula_nativeness,formula_null,model_path_nativeness,model_path_null,i2_nativeness,i2_null,BIC_nativeness,BIC_null,min_sigma_nativeness,min_sigma_null,sum_sigma_nativeness,sum_sigma_null,model_id_null,overfit,min_BIC,delta_BIC,preferred_model,LRT,LRT_pval,I2_star,R2_cond,prop_variance_reduced
"model_598","Dead_Vegetation_Invasive","Dead_Vegetation","Invasive","yes","no","yes","Ecosystem","!is.na(Invasive) & analysis_group == 'Dead_Vegetation'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",8,2,17,152,33," ~ Invasive"," ~ 1","outputs/revision/models/model_598.Rds","outputs/revision/models/model_78.Rds",23.3925269849255,30.7389074025868,429.794217529893,427.576890402988,0.00123784501922894,0.00130925199402281,0.0438064516797013,0.0626318542481807,"model_78","no",400.771522489864,29.0226950400295,"no",2.91257158801807,0.0878916284137388,1.76485420356362,3.9991047569957,0.300572333271232
"model_599","Dead_Vegetation_Invasive","Dead_Vegetation","Invasive","yes","yes","no","Ecosystem","!is.na(Invasive) & analysis_group == 'Dead_Vegetation'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",8,2,17,152,33," ~ Invasive"," ~ 1","outputs/revision/models/model_599.Rds","outputs/revision/models/model_79.Rds",72.0438662894849,73.4893103894171,405.904077271561,402.794542946741,1.26759454084397e-07,2.75566522282573e-08,0.369702150710187,0.391200434137949,"model_79","no",400.771522489864,5.13255478169702,"no",2.02036439010294,0.155201893412792,1.59040355779305,2.94819129079439,0.0549546512522058
"model_600","Dead_Vegetation_Invasive","Dead_Vegetation","Invasive","yes","yes","yes","Ecosystem","!is.na(Invasive) & analysis_group == 'Dead_Vegetation'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",8,2,17,152,33," ~ Invasive"," ~ 1","outputs/revision/models/model_600.Rds","outputs/revision/models/model_80.Rds",71.6289418435507,73.1490020081821,416.024956169428,412.933653706565,6.00963232456522e-12,1.15211666081849e-10,0.362197189459244,0.384453796743958,"model_80","no",400.771522489864,15.2534336795637,"no",2.03859625206019,0.153351105322667,1.59991096955179,2.96994377296659,0.0578915008076686
"model_601","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","no","no","no","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_601.Rds","outputs/revision/models/model_81.Rds",43.2299283896733,59.3378161858801,113.328857880143,111.943631728229,0.0545236315396757,0.0459683772840385,0.152888689347528,0.289459647909676,"model_81","no",113.328857880143,0,"yes",2.62210703331843,0.105384421131625,16.5764266225483,37.356617606544,0.471813461905282
"model_602","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","no","no","yes","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_602.Rds","outputs/revision/models/model_82.Rds",38.4883966809599,57.327220683703,117.336191065382,115.950964913462,0.0272617670888155,0.0229841672032622,0.125627019526287,0.266475402636872,"model_82","no",113.328857880143,4.00733318523973,"no",2.62210703331193,0.105384421132056,16.5764090774704,37.3565779507602,0.528560541486527
"model_603","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","no","yes","no","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_603.Rds","outputs/revision/models/model_83.Rds",47.1072842245972,61.7118357690731,115.798538170856,114.225403224666,7.67575478104852e-10,4.39104778077661e-10,0.178814397882411,0.319706224273911,"model_83","no",113.328857880143,2.46968029071367,"no",2.43419823904202,0.118714579014253,17.6053132373058,35.1291504551937,0.44069153395897
"model_604","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","no","yes","yes","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_604.Rds","outputs/revision/models/model_84.Rds",47.1072654795667,61.7118357507941,119.805871356305,118.232736415423,3.92844081316473e-10,3.8653826299616e-10,0.178814263356931,0.319706224026584,"model_84","no",113.328857880143,6.47701347616282,"no",2.43419824434992,0.118714578612392,17.6053119069073,35.1291658273308,0.440691954304704
"model_605","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","yes","no","no","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID, ~1 | site_id)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_605.Rds","outputs/revision/models/model_85.Rds",45.3660683230157,57.9985087609979,117.122916062031,114.737644837579,0.0527136615425863,0.0492372787067493,0.166716648410752,0.273904575502257,"model_85","no",113.328857880143,3.7940581818882,"no",1.62206196078037,0.202804516125589,13.2620720895298,30.4363010048538,0.391333101664895
"model_606","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","yes","no","yes","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_606.Rds","outputs/revision/models/model_86.Rds",41.1282981158672,55.6883997796023,121.130249247275,118.744978022718,0.0264529930366231,0.0246187808592568,0.140263422486862,0.249284040013325,"model_86","no",113.328857880143,7.80139136713268,"no",1.62206196067513,0.20280451614024,13.262088720401,30.436357122722,0.437334927340855
"model_607","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","yes","yes","no","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_607.Rds","outputs/revision/models/model_87.Rds",50.5473868530475,61.2262420516449,119.313456904949,116.683205280391,5.61405162847384e-10,6.38772905914276e-10,0.205220030151776,0.313218120461162,"model_87","no",113.328857880143,5.9845990248063,"no",1.37708156067455,0.240598889867015,13.2325206745893,26.1801790055921,0.344801540058974
"model_608","Growth_Rates_Africa_Comparison","Growth_Rates","Africa_Comparison","yes","yes","yes","Ecosystem","!is.na(Africa_Comparison) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,20,35,5," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_608.Rds","outputs/revision/models/model_88.Rds",50.5473382276282,61.226261333054,123.320790094063,120.690538462927,4.01433780282547e-10,2.48089690217161e-10,0.205219630947922,0.313218374857214,"model_88","no",113.328857880143,9.99193221392035,"no",1.37708155409644,0.240598890990332,13.2325592285897,26.180272870334,0.344803346733807
"model_609","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","no","no","no","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_609.Rds","outputs/revision/models/model_89.Rds",66.3133006832581,70.5206990713238,312.048537018205,310.154763081744,0.0852999881364638,0.144161185396811,0.259899080165953,0.314422604612504,"model_89","no",312.048537018205,0,"yes",3.11017236948413,0.0778047259378631,5.84083071764703,9.64831353770699,0.173408411630411
"model_610","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","no","no","yes","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_610.Rds","outputs/revision/models/model_90.Rds",57.9985087144183,64.3522521953299,322.049064393766,320.152112061617,0.0853651323813922,0.093087592271784,0.18231175589303,0.237271724567681,"model_90","no",312.048537018205,10.0005273755613,"no",3.10699397379631,0.0779567164971681,5.83772983813067,9.63514114894351,0.231633030757417
"model_611","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","no","yes","no","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_611.Rds","outputs/revision/models/model_91.Rds",66.3132952480874,70.5206991772166,317.052483363368,315.158709428576,6.44796517877994e-10,7.00189927109046e-10,0.259899016930774,0.314422606214076,"model_91","no",312.048537018205,5.00394634516277,"no",3.11017237115408,0.0778047258580903,5.84083319853065,9.64831936142077,0.173408616956056
"model_612","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","no","yes","yes","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_612.Rds","outputs/revision/models/model_92.Rds",56.3838298489845,63.8591309938652,327.053010761123,325.156058408637,9.51425512060185e-10,6.64440315326792e-10,0.170674877941909,0.232240921463956,"model_92","no",312.048537018205,15.0044737429176,"no",3.10699395345984,0.077956717470678,5.83774262308415,9.6351081534694,0.26509558752161
"model_613","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","yes","no","no","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID, ~1 | site_id)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_613.Rds","outputs/revision/models/model_93.Rds",68.8411705668495,72.1060160577639,316.674851384965,312.764838284633,0.00452430461973409,0.000754918203293016,0.291695460223697,0.339762377532344,"model_93","no",312.048537018205,4.62631436676037,"no",1.09393320561355,0.295601377876264,2.37912228849816,3.73094686240345,0.141472159624475
"model_614","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","yes","no","yes","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_614.Rds","outputs/revision/models/model_94.Rds",63.5981071068614,67.6360359525127,326.672760987828,322.76153103634,0.00449911728196091,0.000739635073541763,0.23066557257538,0.274682359254958,"model_94","no",312.048537018205,14.6242239696232,"no",1.09271635445691,0.295870135322466,2.37630859332892,3.72259047313658,0.160246135933039
"model_615","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","yes","yes","no","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_615.Rds","outputs/revision/models/model_95.Rds",68.8410068856209,72.1074364565149,321.678797717121,317.770497142882,3.90671225020711e-10,1.1145766358488e-09,0.29169323436862,0.339786372802101,"model_95","no",312.048537018205,9.63026069891617,"no",1.09564573170633,0.295223673935742,2.37916649368919,3.73104100707649,0.141539338487514
"model_616","Growth_Rates_Herbivore_nativeness","Growth_Rates","Herbivore_nativeness","yes","yes","yes","Ecosystem","!is.na(Herbivore_nativeness) & analysis_group == 'Growth_Rates'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,20,129,13," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_616.Rds","outputs/revision/models/model_96.Rds",61.4897993695295,67.9219363005132,331.67670734011,327.767127878628,6.75901910499116e-10,1.75605317609315e-08,0.210809341813641,0.27830194743319,"model_96","no",312.048537018205,19.6281703219054,"no",1.09436684446297,0.295505678709306,2.37630939416624,3.72258297408441,0.242515750400029
"model_617","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","no","no","no","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / data_point_ID)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_617.Rds","outputs/revision/models/model_97.Rds",88.018214910986,88.4006897211297,259.492992996805,257.321723494539,0.0142650388025996,0.0145094931429574,0.93461864743915,0.961177677311663,"model_97","no",259.492992996805,0,"yes",2.71153242031991,0.0996252485891417,10.2276726153495,9.48580846629705,0.0276317589343075
"model_618","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","no","no","yes","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_618.Rds","outputs/revision/models/model_98.Rds",87.5679743077214,87.9708513664241,266.427808388476,264.25512571294,1.50482298031251e-10,1.80957216771298e-10,0.896162600074059,0.922325237468924,"model_98","no",259.492992996805,6.93481539167055,"no",2.71011924705022,0.0997135375369234,10.1055228766627,9.41915477337113,0.0283659563156502
"model_619","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","no","yes","no","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_619.Rds","outputs/revision/models/model_99.Rds",88.0183718138259,88.4050457057373,264.33479034879,262.16460703569,0.00341242269519053,0.00337320866725002,0.934632552626709,0.961586152157922,"model_99","no",259.492992996805,4.84179735198444,"no",2.71261860948633,0.0995574462089632,10.2453542323252,9.50052160903765,0.0280303532561555
"model_620","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","no","yes","yes","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_620.Rds","outputs/revision/models/model_100.Rds",87.567975560701,87.9708513722659,271.310610315493,269.13792763497,1.01057846439583e-10,7.99570748318218e-11,0.896162703217981,0.922325237978095,"model_100","no",259.492992996805,11.8176173186875,"no",2.71011924206294,0.0997135378486577,10.10552383247,9.41915459012143,0.028365845021727
"model_621","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","yes","no","no","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_621.Rds","outputs/revision/models/model_101.Rds",88.018214038862,88.4006769569051,264.375794941553,262.204525446941,4.73661249692824e-08,3.35757631351427e-08,0.934618570149993,0.961176480819613,"model_101","no",259.492992996805,4.88280194474726,"no",2.71153242797465,0.0996252481111383,10.227673814658,9.48581018312913,0.0276306289215204
"model_622","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","yes","no","yes","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_622.Rds","outputs/revision/models/model_102.Rds",87.5679760761106,87.9708517810124,271.310610315599,269.137927647302,0,0,0.896162745645952,0.922325273603876,"model_102","yes",259.492992996805,11.8176173187939,"no",2.71011925428925,0.0997135370844413,10.1055243865029,9.41915466856076,0.0283658365510218
"model_623","Invert_Detritivore_Abundance_Herbivore_nativeness","Invert_Detritivore_Abundance","Herbivore_nativeness","yes","yes","no","Invertebrates","!is.na(Herbivore_nativeness) & analysis_group == 'Invert_Detritivore_Abundance'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",4,2,16,116,17," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_623.Rds","outputs/revision/models/model_103.Rds",88.0184438062966,88.4050796802176,269.217592304557,267.047408976911,7.12138526368749e-08,2.13697803096148e-08,0.934638932931445,0.961589339261667,"model_103","no",259.492992996805,9.72459930775142,"no",2.7126185949403,0.0995574471166215,10.2454199532839,9.50051806818076,0.0280269395986812
