response_key,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
response combo 595,SOIL_COVER,Litter_Cover,soil,Structure,Inferred_Mixed,surface,,,,litter,Litter depth,cm,Aboveground,Dead,Soil,Dead_Vegetation,Litter_Cover,,,
response combo 596,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Spiders,Inferred_Mixed,surface,,,,total,Abundance,trap/day/plot,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 597,BIOMASS,Biomass,vegetation,Herbaceous,Inferred_Native,,,,Higher_level,total,Herbaceous biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 598,,Miscellany_rates_of_change,vegetation,Herbaceous,Inferred_Native,,,,Higher_level,total,Temporal variability in anpp,g / mo / m2,Aboveground,,,,,,,
response combo 599,ABUNDANCE,Cover,vegetation,Total,Inferred_Native,,,,Higher_level,total,Standardized ndvi,,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 600,,Miscellany_rates_of_change,vegetation,Total,Inferred_Native,,,,Higher_level,total,Temporal variability in ndvi,,Aboveground,,,,,,,
response combo 601,,Miscellany_rates_of_change,vegetation,Total,Inferred_Native,,,,Higher_level,total,Sd of ndvi (heterogeneity),,Aboveground,,,,,,,
response combo 602,,Miscellany_rates_of_change,vegetation,Herbaceous,Inferred_Native,,,,Higher_level,total,Temporal variability in standing biomass,,Aboveground,,,,,,,
response combo 603,PRIMARY_PRODUCTIVITY,Primary_Productivity,vegetation,Herbaceous,Inferred_Native,,,,Higher_level,total,Annual net primary productivity anpp,g / mo / m2,Aboveground,Living,Plants,Primary_Productivity,,,,Aboveground_Primary_Productivity
response combo 604,BIOMASS,Biomass,vegetation,Total,Unspecified,,,,Higher_level,total,Above ground biomass,g / m2,Aboveground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 605,BIOMASS,Biomass,vegetation,Total,Unspecified,0-30 cm depth,,,Higher_level,total,Below ground biomass,g / m2,Belowground,Living,Plants,Plant_Abundance,,,,Native_Plant_Abundance
response combo 606,SOIL_PROCESS,Respiration,soil,Process,Unspecified,5 cm depth,,,,soil respiration,Soil respiration,umol CO2 / m2 / sec,Belowground,Living,Soil,Soil_Respiration,,,,
response combo 607,SOIL_PROCESS,Respiration,soil,Process,Unspecified,5 cm depth,,,,substrate-induced respiration,Substrate-induced respiration,mg / g / day,Belowground,Living,Soil,Soil_Respiration,,,,
response combo 608,SOIL_PROCESS,Respiration,soil,Process,Unspecified,5 cm depth,,,,bacterial respiration,Bacterial respiration,mg / g / day,Belowground,Living,Soil,Soil_Respiration,,,,
response combo 609,SOIL_PROCESS,Respiration,soil,Process,Unspecified,5 cm depth,,,,fungal respiration,Fungal respiration,mg / g / day,Belowground,Living,Soil,Soil_Respiration,,,,
response combo 610,SOIL_NUTRIENTS,Total_C,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Total carbon,%,Belowground,Abiotic,Soil,Soil_Total_C,,,,
response combo 611,SOIL_NUTRIENTS,Total_N,soil,Nutrients,Unspecified,0-10 cm,,,,Soil,Total nitrogen,%,Belowground,Abiotic,Soil,Soil_Total_N,,,,
response combo 612,SOIL_COVER,Bare_Ground,soil,Cover,Unspecified,surface,,,,bare ground,Bare ground,%,Aboveground,Abiotic,Soil,Bare_Ground,,,,
response combo 613,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hemiptera,Unspecified,foliage,,,,Nabidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 614,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hemiptera,Unspecified,foliage,,,,Pentatomidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 615,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Unspecified,foliage,,,,Braconidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 616,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Unspecified,foliage,,,,Formicidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 617,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,foliage,,,,Curculionidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 618,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Unspecified,foliage,,,,Ichneumonidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 619,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Unspecified,foliage,,,,Pteromalidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 620,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Unspecified,foliage,,,,Tenthredinidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 621,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,foliage,,,,Arctiidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 622,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,foliage,,,,Galechiidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 623,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,foliage,,,,Geometridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 624,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,foliage,,,,Elateridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 625,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,foliage,,,,Noctuidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 626,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,foliage,,,,Notodontidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 627,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Mecoptera,Unspecified,foliage,,,,Panorpidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 628,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Neuroptera,Unspecified,foliage,,,,Hemerobiidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 629,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Orthoptera,Unspecified,foliage,,,,Acrididae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 630,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Psocodea,Unspecified,foliage,,,,Pseudocaecilidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 631,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Anthribidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 632,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Carabidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 633,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Chrysomelidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 634,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Curculionidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 635,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,foliage,,,,Lucanidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 636,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Elateridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 637,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Erotylidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 638,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Histeridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 639,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Lampyridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 640,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Nitidulidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 641,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Scarabacidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 642,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Silphidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 643,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Staphylinidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 644,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,surface,,,,Tenebrionidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 645,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Collembola,Unspecified,surface,,,,Tomoceridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 646,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,foliage,,,,Staphylinidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 647,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Anisopodidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 648,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Anthomyiidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 649,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Calliphoridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 650,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,foliage,,,,Canthandae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 651,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Lauxaniidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 652,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Muscidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 653,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Nematocera,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 654,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,surface,,,,Tipulidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 655,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hemiptera,Unspecified,surface,,,,Cicadellidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 656,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hemiptera,Unspecified,surface,,,,Pentatomidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 657,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Hymenoptera,Unspecified,surface,,,,Formicidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 658,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,surface,,,,Geometridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 659,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Lepidoptera,Unspecified,surface,,,,Noctuidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 660,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Mecoptera,Unspecified,surface,,,,Panorpidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 661,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Anthomyiidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 662,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Orthoptera,Unspecified,surface,,,,Gryllaeridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 663,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Anthomyzidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 664,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Calliphoridae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 665,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Chironomidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 666,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Dolichopodidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 667,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Drosophilidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 668,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Empididae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Predator_Abundance,,,
response combo 669,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Heleomyzidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 670,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Lauxaniidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 671,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Lonchaeidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 672,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Coleoptera,Unspecified,foliage,,,,Cerembycidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Herbivore_Abundance,,,
response combo 673,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Micropezidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,,,,
response combo 674,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Muscidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
response combo 675,ABUNDANCE,Abundance_Density_Freq_Counts,invertebrates,Diptera,Unspecified,foliage,,,,Mycetophilidae,Abundance (relativized by effort),count / effort,Aboveground,Living,Invertebrates,Invertebrate_Abundance,Invert_Detritivore_Abundance,,,
