data_point_ID,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
Binkley et al. 2003 Forest Ecology and Management_6,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,15-30 cm depth,,,,compaction,Bulk density,kg / l,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_1,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,bulk density,Bulk density,g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_2,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,bulk density,Bulk density,g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_3,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,bulk density,Bulk density,g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_4,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,bulk density,Bulk density,g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_5,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,distance to compacted layer,Distance to compacted layer,cm,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_6,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,distance to compacted layer,Distance to compacted layer,cm,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_7,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,distance to compacted layer,Distance to compacted layer,cm,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Dodge et al. 2020_8,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,,,,,distance to compacted layer,Distance to compacted layer,cm,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Mills et al. 2020 Global Ecology and Conservation_41,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,not reported,,,,soil,Bulk density,density g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Mills et al. 2020 Global Ecology and Conservation_42,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,not reported,,,,soil,Bulk density,density g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Mills et al. 2020 Global Ecology and Conservation_43,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,not reported,,,,soil,Bulk density,density g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Mills et al. 2020 Global Ecology and Conservation_44,SOIL_STRUCTURE,Soil_Compaction,soil,Structure,,not reported,,,,soil,Bulk density,density g / cm3,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Bayne et al. 2004 Wildlife Research_1,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_10,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_11,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_2,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_3,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_4,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_5,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_6,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_7,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_8,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Bayne et al. 2004 Wildlife Research_9,SOIL_STRUCTURE,Soil_Erosion,soil,Structure,,,,,,erosion,Erosion rate,fifth root transformed g / day,Belowground,Abiotic,Soil,,,,,
Beever and Herrick 2006 Journal of Arid Environments_1,SOIL_STRUCTURE,Soil_Hardness,soil,Structure,,surface soil,,,,soil,Mean soil hardness,Mpa,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Beever and Herrick 2006 Journal of Arid Environments_2,SOIL_STRUCTURE,Soil_Hardness,soil,Structure,,surface soil,,,,soil,Mean soil hardness,Mpa,Belowground,Abiotic,Soil,Soil_Compaction,,,,
Long et al. 2017 Biological Invasions_5,SOIL_STRUCTURE,Soil_Miscellany,soil,Structure,,0-10 cm deep,,,,moisture,Water-filled pore space,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Long et al. 2017 Biological Invasions_6,SOIL_STRUCTURE,Soil_Miscellany,soil,Structure,,0-10 cm deep,,,,moisture,Water-filled pore space,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Long et al. 2017 Biological Invasions_10,SOIL_STRUCTURE,Soil_Miscellany,soil,Structure,,0-10 cm deep,,,,total,Percent water-stable soil macroaggregates_>250 um,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Long et al. 2017 Biological Invasions_9,SOIL_STRUCTURE,Soil_Miscellany,soil,Structure,,0-10 cm deep,,,,total,Percent water-stable soil macroaggregates_>250 um,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Mosbacher et al. 2019 Ecosystems_131,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_132,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_133,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_134,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_135,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_136,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_137,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_138,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,Inferred_Native,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_139,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,Inferred_Native,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Mosbacher et al. 2019 Ecosystems_140,SOIL_STRUCTURE,Soil_Miscellany,soil,Water Table,Inferred_Native,depth between top of water table and margin between green and brown moss layer,,,,total,Depth to water table,cm,Belowground,Abiotic,Soil,,,,,
Coughenour 1991 Journal of Applied Ecology_101,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,0-10cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_103,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,0-10cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_105,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,0-10cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_107,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,0-10cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_102,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,10-20cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_104,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,10-20cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_106,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,10-20cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Coughenour 1991 Journal of Applied Ecology_108,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,10-20cm,,,,moisture,Relative water contents_%,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_10,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_11,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_12,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_13,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_14,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_15,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_16,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_17,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_18,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_19,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_20,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_21,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_22,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_23,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_3,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_4,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_5,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_6,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_7,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_8,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Frank et al. 2018 Journal of Ecology_9,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Inferred_Native,,,,,soil moisture,Soil moisture,% vol,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Vandegehuchte et al. 2017 Oikos_45,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,0-10 cm depth,,,,soil,Moisture,% Volumeric Water Content,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Vandegehuchte et al. 2017 Oikos_46,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,0-10 cm depth,,,,soil,Moisture,% Volumeric Water Content,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Michaela et al. 2019 Forest Ecology and Management_3,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,0-5 cm depth,,,,moisture,Moisture,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Michaela et al. 2019 Forest Ecology and Management_4,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,0-5 cm depth,,,,moisture,Moisture,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Molvar et al 1993 Oecologia_12,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,,,,,Water content,% Water content,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Molvar et al 1993 Oecologia_13,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,,,,,Water holding capacity,% Water holding capacity,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Rodriguez-Cabal et al. 2019 Biological Invasions_8,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,,,,,moisture,Moisture,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Stark and Grellmann 2002 Ecology_22,SOIL_STRUCTURE,Soil_Moisture,soil,Conditions,Unspecified,,,,,moisture,Soil moisture,unclear,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Zamin and Grogan 2013 Journal of Ecology_84,SOIL_STRUCTURE,Soil_Moisture,soil,Nutrients,Unspecified,A horizon (up to 10cm depth),,,,moisture,Soil moisture (% of dw),% of dw,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Rearick et al. 2011 Pedobiologia_5,SOIL_STRUCTURE,Soil_Moisture,soil,Soil,Unspecified,0-10 cm depth,,,,moisture,Soil moisture,mass difference,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Slawski and Slawski 2020 Forests_1,SOIL_STRUCTURE,Soil_Moisture,soil,Soil,Unspecified,,,,,total,Soil water content %,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Ward-Jones et al. 2019 Ecological Management and Restoration_6,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Inferred_Native,surface,,,,moisture,Soil surface moisture,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Long et al. 2017 Biological Invasions_3,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Volumetric water content,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Long et al. 2017 Biological Invasions_4,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Volumetric water content,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Kielland and Bryant 1998 Oikos_10,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,0-20 cm depth,,,,moisture,Soil moisture,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Risch et al. 2010 Oecologia_3,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,0-45 cm depth,,,,moisture,Soil moisture,%,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Mohr et al. 2005 Soil Biology and Biochemistry_4,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,0-5 cm depth,,,,water,Maximum water retention capacity,% dw,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Lacki and Lancia 1983 Proceedings Annual Conference Southeast Association of Fish and Wildlife Agencies_15,SOIL_STRUCTURE,Soil_Moisture,soil,Structure,Unspecified,A horizon (up to 25 cm depth),,,,Base cations,Percent base saturation,% of CEC,Belowground,Abiotic,Soil,Soil_Moisture,,,,
Long et al. 2017 Biological Invasions_7,SOIL_STRUCTURE,Soil_Porosity,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Soil porosity,%,Belowground,Abiotic,Soil,,,,,
Long et al. 2017 Biological Invasions_8,SOIL_STRUCTURE,Soil_Porosity,soil,Structure,Unspecified,0-10 cm deep,,,,moisture,Soil porosity,%,Belowground,Abiotic,Soil,,,,,
Ward-Jones et al. 2019 Ecological Management and Restoration_1,SOIL_STRUCTURE,Soil_Stability,soil,Structure,Inferred_Native,surface,,,,stability,Soil stability,,Belowground,Abiotic,Soil,,,,,
Ward-Jones et al. 2019 Ecological Management and Restoration_10,SOIL_STRUCTURE,Soil_Stability,soil,Structure,Inferred_Native,surface,,,,stability,Soil stability_slake score,%,Belowground,Abiotic,Soil,,,,,
Ostermann-Kelm et al. 2009 BMC Ecology_3,SOIL_STRUCTURE,Soil_Strength,soil,Structure,Unspecified,,,,,soil strength,Soil strength,?,Belowground,Abiotic,Soil,,,,,
Vandegehuchte et al. 2017 Oikos_39,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,0-10 cm depth,,,,soil,Temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
Vandegehuchte et al. 2017 Oikos_40,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,0-10 cm depth,,,,soil,Temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
Persico et al. 2017 Marine Ecology Progress Series_16,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,10 cm depth,,,,soil,Temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
Persico et al. 2017 Marine Ecology Progress Series_17,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,10 cm depth,,,,soil,Temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
Persico et al. 2017 Marine Ecology Progress Series_18,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,10 cm depth,,,,soil,Temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
Rodriguez-Cabal et al. 2019 Biological Invasions_6,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,,,,,temperature,Temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
Persico et al. 2017 Marine Ecology Progress Series_13,SOIL_STRUCTURE,Soil_Temperature,soil,Conditions,Unspecified,surface,,,,soil,Surface temperature,Celsius,Belowground,Abiotic,Soil,Soil_Temperature,,,,
