"data_point_ID","EXCLUSION","Citation","Title","Lit_Source","experimental_mechanism","experimental_comparison","Latitude","Longitude","Site","Herbivores_Manipulated","Herbivore_nativeness","Fig_Num","Response_Sphere","Response","Species_Class","Species_Level","Species","time_series_clean","nutrient_measured","Nutrient_Grouping_Alt","experiment_id","Mean_Type","Error_bar","Raw_Mean_High_Megafauna","Error_Megafauna","N_Megafauna","Raw_Mean_Low_Megafauna","Error_Low_Megafauna","N_Low_Megafauna","Min_Megafauna","First_Qtr_Megafauna","Median_Megafauna","Third_Qtr_Megafauna","Maximum_Megafauna","Min_Low_Megafauna","First_Qtr_Low_Megafauna","Median_Low_Megafauna","Third_Qtr_Low_Megafauna","Maximum_Low_Megafauna","species_response_tag","SD_High_Megafauna","SD_Low_Megafauna","yi_smd","vi_smd","yi_rom","vi_rom","analysis_group_category","analysis_group","Invasive","Africa_Comparison","site_id"
"Chips et al. 2015 Northeastern Naturalist_92","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cicadellidae",180,"","","experiment_2258","Mean","SE","0.01","0.01",20,"0.03","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cicadellidae",0.0447213595499958,0.0894427190999916,-0.277217084663308,0.100960616400365,-1.09861228866811,1.44444444444444,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_93","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cicadellidae",240,"","","experiment_2258","Mean","SE","0.14","0.07",20,"0.09","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cicadellidae",0.313049516849971,0.0894427190999916,0.212866376764517,0.100566401179461,0.441832752279039,0.299382716049383,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_93","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Cicadellidae",240,"","","experiment_2258","Mean","SE","0.14","0.07",20,"0.09","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Cicadellidae",0.313049516849971,0.0894427190999916,0.212866376764517,0.100566401179461,0.441832752279039,0.299382716049383,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_95","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Membracidae",180,"","","experiment_2259","Mean","SE","0","0",20,"0.02","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Membracidae",0,0.0447213595499958,-0.61987624583147,0.104803082001826,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_95","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Membracidae",180,"","","experiment_2259","Mean","SE","0","0",20,"0.02","0.01",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Membracidae",0,0.0447213595499958,-0.61987624583147,0.104803082001826,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_96","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Membracidae",240,"","","experiment_2259","Mean","SE","0","0",20,"0.04","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Membracidae",0,0.0894427190999916,-0.61987624583147,0.104803082001826,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_96","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Membracidae",240,"","","experiment_2259","Mean","SE","0","0",20,"0.04","0.02",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Membracidae",0,0.0894427190999916,-0.61987624583147,0.104803082001826,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_98","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Miridae",180,"","","experiment_2260","Mean","SE","0.02","0.02",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Miridae",0.0894427190999916,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_98","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Miridae",180,"","","experiment_2260","Mean","SE","0.02","0.02",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Miridae",0.0894427190999916,0,0.309938122915735,0.101200770500457,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_99","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Miridae",240,"","","experiment_2260","Mean","SE","0.11","0.06",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Miridae",0.268328157299975,0,0.568219892012181,0.104035923070979,NA,NA,"Invertebrates","Invert_Herbivore_Abundance","Native",NA,"site_116"
"Chips et al. 2015 Northeastern Naturalist_99","","Chips et al. 2015 Northeastern Naturalist","The Indirect Impact of Long-Term Overbrowsing on Insects in the Allegheny National Forest Region of Pennsylvania","","inside vs outside exclosure","high vs low",41.633333,-78.316667,"Allegheny High Plateau, Pennsylvania","Odocoileus virginianus","Native","Appendix 1","invertebrates","Abundance (relativized by effort)","Hemiptera","","Miridae",240,"","","experiment_2260","Mean","SE","0.11","0.06",20,"0","0",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiptera Miridae",0.268328157299975,0,0.568219892012181,0.104035923070979,NA,NA,"Invertebrates","Invertebrate_Abundance","Native",NA,"site_116"
"Chollet et al. 2016 Diversity and Distributions_49","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Understorey Birds","","total",1825,"","","experiment_2365","Mean","SE","2.382","0.212",30,"2.965","0.264",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",1.16117182191095,1.53937130023916,-0.418701286257906,0.064114713407294,-0.21893656151658,0.0158490548378696,"Vertebrates","Bird_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_49","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Understorey Birds","","total",1825,"","","experiment_2365","Mean","SE","2.382","0.212",30,"2.965","0.264",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",1.16117182191095,1.53937130023916,-0.418701286257906,0.064114713407294,-0.21893656151658,0.0158490548378696,"Vertebrates","Vertebrate_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_5","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure S4","soil","% Cover","Cover","","bare ground",1825,"","","experiment_2336","Mean","SE","34.747","4.281",30,"25.248","3.211",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cover bare ground",23.4480026867962,18.9965321835329,0.443496783223468,0.0634177572642201,0.319346292685356,0.0313537856779473,"Ecosystem","Bare_Ground",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_50","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Understorey Birds","","total",4745,"","","experiment_2365","Mean","SE","2.012","0.317",30,"5.029","0.318",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",1.73628050729138,1.85424270256081,-1.65571267385249,0.0841621641201202,-0.916091904952335,0.0288219182062157,"Vertebrates","Bird_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_50","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Understorey Birds","","total",4745,"","","experiment_2365","Mean","SE","2.012","0.317",30,"5.029","0.318",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",1.73628050729138,1.85424270256081,-1.65571267385249,0.0841621641201202,-0.916091904952335,0.0288219182062157,"Vertebrates","Vertebrate_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_51","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Non-Understorey Birds","","total",1825,"","","experiment_2366","Mean","SE","5.135","0.318",30,"5.929","0.212",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-Understorey Birds total",1.74175773286643,1.2361618017072,-0.524964141279655,0.0648981242081961,-0.143775721344709,0.00511359424290566,"Vertebrates","Bird_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_51","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Non-Understorey Birds","","total",1825,"","","experiment_2366","Mean","SE","5.135","0.318",30,"5.929","0.212",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-Understorey Birds total",1.74175773286643,1.2361618017072,-0.524964141279655,0.0648981242081961,-0.143775721344709,0.00511359424290566,"Vertebrates","Vertebrate_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_52","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Non-Understorey Birds","","total",4745,"","","experiment_2366","Mean","SE","5.718","0.476",30,"4.606","0.212",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-Understorey Birds total",2.60715937372459,1.2361618017072,0.549743275120864,0.0651061735746892,0.216259292501627,0.00904835572462022,"Vertebrates","Bird_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_52","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Abundance","Non-Understorey Birds","","total",4745,"","","experiment_2366","Mean","SE","5.718","0.476",30,"4.606","0.212",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-Understorey Birds total",2.60715937372459,1.2361618017072,0.549743275120864,0.0651061735746892,0.216259292501627,0.00904835572462022,"Vertebrates","Vertebrate_Abundance",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_53","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Richness","Understorey Birds","","total",1825,"","","experiment_2367","Mean","SE","1.965","0.456",30,"2.211","0.21",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",2.49761486222356,1.22449989791751,-0.126064719428814,0.0628692567383146,-0.117952656554085,0.0628734729929908,"Vertebrates","Bird_Diversity",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_53","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Richness","Understorey Birds","","total",1825,"","","experiment_2367","Mean","SE","1.965","0.456",30,"2.211","0.21",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",2.49761486222356,1.22449989791751,-0.126064719428814,0.0628692567383146,-0.117952656554085,0.0628734729929908,"Vertebrates","Vertebrate_Diversity",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_54","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Richness","Understorey Birds","","total",4745,"","","experiment_2367","Mean","SE","1.719","0.316",30,"4.281","0.21",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",1.73080328171633,1.22449989791751,-1.70658852344448,0.0854985698232188,-0.912443900762097,0.0361989535050263,"Vertebrates","Bird_Diversity",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_54","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Richness","Understorey Birds","","total",4745,"","","experiment_2367","Mean","SE","1.719","0.316",30,"4.281","0.21",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Understorey Birds total",1.73080328171633,1.22449989791751,-1.70658852344448,0.0854985698232188,-0.912443900762097,0.0361989535050263,"Vertebrates","Vertebrate_Diversity",NA,"Introduced","site_117"
"Chollet et al. 2016 Diversity and Distributions_55","","Chollet et al. 2016 Diversity and Distributions","Positive plant and bird diversity response to experimental deer population reduction after decades of uncontrolled browsing","","inside vs outside herbivore eradication","high vs low",52.407315,-131.300572,"Haida Gwaii archipelago","Odocoileus hemionus","Introduced","Figure 4","birds","Richness","Non-Understorey Birds","","total",1825,"","","experiment_2368","Mean","SE","4.456","0.281",30,"4.211","0.175",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-Understorey Birds total",1.53910038658952,1.02041658159793,0.187720526632856,0.0630204026963978,0.0565513534451921,0.00570374772642449,"Vertebrates","Bird_Diversity",NA,"Introduced","site_117"
